,Protein Name,Substrate,Subtype,Family,Family Name,Transporter Class,TC number,Entry,Entry Name,Protein names,Gene Symbol,Uniprot ID
346,NP_003044,vesicular monoamine,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q96GL6,Q96GL6_HUMAN,SLC18A1 protein (Solute carrier family 18 member A1),SLC18A1,Q96GL6
347,NP_003045,vesicular monoamine,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q05940,VMAT2_HUMAN,Synaptic vesicular amine transporter (Monoamine transporter) (Solute carrier family 18 member 2) (Vesicular amine transporter 2) (VAT2),SLC18A2,Q05940
348,NP_003046,vesicular acetylcholine,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q16572,VACHT_HUMAN,Vesicular acetylcholine transporter (VAChT) (Solute carrier family 18 member 3),SLC18A3,Q16572
349,NP_694857,organic cation,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,O15245,S22A1_HUMAN,Solute carrier family 22 member 1 (Organic cation transporter 1) (hOCT1),SLC22A1,O15245
350,NP_003048,organic cation,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,O15245,S22A1_HUMAN,Solute carrier family 22 member 1 (Organic cation transporter 1) (hOCT1),SLC22A1,O15245
351,NP_003049,organic cation,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,O15244,S22A2_HUMAN,Solute carrier family 22 member 2 (Organic cation transporter 2) (hOCT2),SLC22A2,O15244
352,NP_003051,organic cation,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,O76082,OCTN2_HUMAN,Organic cation/carnitine transporter 2 (High-affinity sodium-dependent carnitine cotransporter) (Solute carrier family 22 member 5),SLC22A5,O76082
353,NP_001033,glucose/solute,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,P14672,GLUT4_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 4 (Glucose transporter type 4, insulin-responsive) (GLUT-4)",SLC2A4,P14672
354,NP_003030,glucose/solute,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,P22732,GTR5_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 5 (Fructose transporter) (Glucose transporter type 5, small intestine) (GLUT-5)",SLC2A5,P22732
355,NP_000331,glucose/solute,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,P11168,GTR2_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 2 (Glucose transporter type 2, liver) (GLUT-2)",SLC2A2,P11168
356,NP_004724,Acetyl-CoA:CoA antiporter,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,O00400,ACATN_HUMAN,Acetyl-coenzyme A transporter 1 (AT-1) (Acetyl-CoA transporter 1) (Solute carrier family 33 member 1),SLC33A1,O00400
357,NP_004247,organic cation,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q9Y226,S22AD_HUMAN,Solute carrier family 22 member 13 (Organic anion transporter 10) (OAT10) (Organic cation transporter-like 3) (ORCTL-3) (ORCTL3),SLC22A13,Q9Y226
358,NP_004794,organic cation,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q9Y267,S22AE_HUMAN,Solute carrier family 22 member 14 (Organic cation transporter-like 4) (ORCTL-4),SLC22A14,Q9Y267
359,NP_004687,monocarboxylate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,O15374,MOT5_HUMAN,Monocarboxylate transporter 5 (MCT 5) (Monocarboxylate transporter 4) (MCT 4) (Solute carrier family 16 member 4),SLC16A4,O15374
360,NP_004686,monocarboxylate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,O15375,MOT6_HUMAN,Monocarboxylate transporter 6 (MCT 6) (Monocarboxylate transporter 5) (MCT 5) (Solute carrier family 16 member 5),SLC16A5,O15375
361,NP_004685,monocarboxylate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,O15403,MOT7_HUMAN,Monocarboxylate transporter 7 (MCT 7) (Monocarboxylate transporter 6) (MCT 6) (Solute carrier family 16 member 6),SLC16A6,O15403
362,NP_004685,monocarboxylate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,A0A024R8J3,A0A024R8J3_HUMAN,"Solute carrier family 16 (Monocarboxylic acid transporters), member 6, isoform CRA_a",SLC16A6,A0A024R8J3
363,NP_005065,sodium ion:phosphate symporter,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q14916,NPT1_HUMAN,Sodium-dependent phosphate transport protein 1 (Na(+)/PI cotransporter 1) (Na/Pi-4) (Renal Na(+)-dependent phosphate cotransporter 1) (Renal sodium-dependent phosphate transport protein 1) (Renal sodium-phosphate transport protein 1) (Sodium/phosphate cotransporter 1) (Solute carrier family 17 member 1),SLC17A1,Q14916
364,NP_005486,sodium ion:phosphate symporter,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q9Y2C5,S17A4_HUMAN,Probable small intestine urate exporter (Solute carrier family 17 member 4),SLC17A4,Q9Y2C5
365,NP_005486,sodium ion:phosphate symporter,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,A0A024R013,A0A024R013_HUMAN,"Solute carrier family 17 (Sodium phosphate), member 4, isoform CRA_a",SLC17A4,A0A024R013
366,NP_005826,sodium ion:phosphate symporter,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,O00624,NPT3_HUMAN,Sodium-dependent phosphate transport protein 3 (Na(+)/PI cotransporter 3) (Sodium/phosphate cotransporter 3) (Solute carrier family 17 member 2),SLC17A2,O00624
367,NP_005826,sodium ion:phosphate symporter,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,A0A024QZY2,A0A024QZY2_HUMAN,"Solute carrier family 17 (Sodium phosphate), member 2, isoform CRA_a",SLC17A2,A0A024QZY2
368,NP_006508,monocarboxylate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,P36021,MOT8_HUMAN,Monocarboxylate transporter 8 (MCT 8) (Monocarboxylate transporter 7) (MCT 7) (Solute carrier family 16 member 2) (X-linked PEST-containing transporter),SLC16A2,P36021
369,NP_006507,glucose/solute,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,P11166,GTR1_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1) (HepG2 glucose transporter)",SLC2A1,P11166
370,NP_006507,glucose/solute,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q59GX2,Q59GX2_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain)",SLC2A1,Q59GX2
371,NP_008862,glucose,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,P11169,GTR3_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 3 (Glucose transporter type 3, brain) (GLUT-3)",SLC2A3,P11169
372,NP_036566,sodium ion:phosphate symporter,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q9NRA2,S17A5_HUMAN,Sialin (H(+)/nitrate cotransporter) (H(+)/sialic acid cotransporter) (AST) (Membrane glycoprotein HP59) (Solute carrier family 17 member 5) (Vesicular excitatory amino acid transporter) (VEAT),SLC17A5,Q9NRA2
373,NP_037488,monocarboxylate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,O95907,MOT3_HUMAN,Monocarboxylate transporter 3 (MCT 3) (Solute carrier family 16 member 8),SLC16A8,O95907
374,NP_054772,Feline Leukemia Virus Subgroup C Receptor (FLVCR) homolog,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q9Y5Y0,FLVC1_HUMAN,Feline leukemia virus subgroup C receptor-related protein 1 (Feline leukemia virus subgroup C receptor) (hFLVCR),FLVCR1,Q9Y5Y0
375,NP_054772,Feline Leukemia Virus Subgroup C Receptor (FLVCR) homolog,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,B2RB38,B2RB38_HUMAN,"cDNA, FLJ95288, highly similar to Homo sapiens feline leukemia virus subgroup C cellular receptor (FLVCR), mRNA",FLVCR1,B2RB38
376,NP_055663,synaptic vesicle protein SV2 homolog,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q7L1I2,SV2B_HUMAN,Synaptic vesicle glycoprotein 2B,SV2B,Q7L1I2
377,NP_055664,synaptic vesicle protein SV2 homolog,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q7L0J3,SV2A_HUMAN,Synaptic vesicle glycoprotein 2A,SV2A,Q7L0J3
378,NP_060164,Unclassified,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q6ZSS7,MFSD6_HUMAN,Major facilitator superfamily domain-containing protein 6 (Macrophage MHC class I receptor 2 homolog),MFSD6,Q6ZSS7
379,NP_060261,Feline Leukemia Virus Subgroup C Receptor (FLVCR) homolog,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q9UPI3,FLVC2_HUMAN,Feline leukemia virus subgroup C receptor-related protein 2 (Calcium-chelate transporter) (CCT),FLVCR2,Q9UPI3
380,NP_060055,glucose/solute,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q9UGQ3,GTR6_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 6 (Glucose transporter type 6) (GLUT-6)",SLC2A6,Q9UGQ3
381,NP_060954,organic anion,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q9NSA0,S22AB_HUMAN,Solute carrier family 22 member 11 (Organic anion transporter 4) (OAT4) (Organic anion:dicarboxylate exchanger OAT4),SLC22A11,Q9NSA0
382,NP_064425,glucose/solute,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q9NRM0,GTR9_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 9 (Glucose transporter type 9) (GLUT-9) (Urate transporter)",SLC2A9,Q9NRM0
383,NP_001001290,glucose/solute,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q9NRM0,GTR9_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 9 (Glucose transporter type 9) (GLUT-9) (Urate transporter)",SLC2A9,Q9NRM0
384,NP_064705,vesicular glutamate (VGLUT1),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q9P2U7,VGLU1_HUMAN,Vesicular glutamate transporter 1 (VGluT1) (Brain-specific Na(+)-dependent inorganic phosphate cotransporter) (Solute carrier family 17 member 7),SLC17A7,Q9P2U7
385,NP_065079,vesicular glutamate (VGLUT2),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q9P2U8,VGLU2_HUMAN,Vesicular glutamate transporter 2 (VGluT2) (Differentiation-associated BNPI) (Differentiation-associated Na(+)-dependent inorganic phosphate cotransporter) (Solute carrier family 17 member 6),SLC17A6,Q9P2U8
386,NP_068812,organic cation,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,O75751,S22A3_HUMAN,Solute carrier family 22 member 3 (Extraneuronal monoamine transporter) (EMT) (Organic cation transporter 3) (OCT3),SLC22A3,O75751
387,NP_110404,sugar/metabolite?,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,O95528,GTR10_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 10 (Glucose transporter type 10) (GLUT-10)",SLC2A10,O95528
388,NP_116107,Unclassified,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q8NBP5,MFSD9_HUMAN,Major facilitator superfamily domain-containing protein 9,MFSD9,Q8NBP5
389,NP_116107,Unclassified,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,B4DKY6,B4DKY6_HUMAN,cDNA FLJ57151,MFSD9,B4DKY6
390,NP_149040,thymic stromal cotransporter,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q9BY10,TSCOT_HUMAN,Thymic stromal cotransporter homolog (Solute carrier family 46 member 2),SLC46A2,Q9BY10
391,NP_149040,thymic stromal cotransporter,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,A0A024QYV1,A0A024QYV1_HUMAN,"Thymic stromal co-transporter, isoform CRA_a",SLC46A2,A0A024QYV1
392,NP_149116,organic cation/carnitine,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q86VW1,S22AG_HUMAN,Solute carrier family 22 member 16 (Carnitine transporter 2) (CT2) (Fly-like putative transporter 2) (FLIPT2) (Flipt 2) (Organic cation transporter OKB1) (Organic cation/carnitine transporter 6),SLC22A16,Q86VW1
393,NP_149116,organic cation/carnitine,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,A0A0K0K1K9,A0A0K0K1K9_HUMAN,Epididymis secretory protein Li 18,SLC22A16,A0A0K0K1K9
394,NP_443117,proton:myo-inositol symporter,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q96QE2,MYCT_HUMAN,Proton myo-inositol cotransporter (H(+)-myo-inositol cotransporter) (Hmit) (H(+)-myo-inositol symporter) (Solute carrier family 2 member 13),SLC2A13,Q96QE2
395,NP_439896,chromaffin granule monoamine,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q6NT16,S18B1_HUMAN,MFS-type transporter SLC18B1 (Solute carrier family 18 member B1) (Vesicular polyamine transporter) (VPAT),SLC18B1,Q6NT16
396,NP_542400,proton:folate symporter,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q96NT5,PCFT_HUMAN,Proton-coupled folate transporter (HsPCFT) (hPCFT) (Heme carrier protein 1) (PCFT/HCP1) (Solute carrier family 46 member 1),SLC46A1,Q96NT5
397,NP_542400,proton:folate symporter,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,A0A024QZ15,A0A024QZ15_HUMAN,"Heme carrier protein 1, isoform CRA_a",SLC46A1,A0A024QZ15
398,NP_061063,monocarboxylate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q8TF71,MOT10_HUMAN,Monocarboxylate transporter 10 (MCT 10) (Aromatic amino acid transporter 1) (Solute carrier family 16 member 10) (T-type amino acid transporter 1),SLC16A10,Q8TF71
399,NP_003042,monocarboxylate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,P53985,MOT1_HUMAN,Monocarboxylate transporter 1 (MCT 1) (Solute carrier family 16 member 1),SLC16A1,P53985
400,NP_003042,monocarboxylate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,A0A024R0H1,A0A024R0H1_HUMAN,"Solute carrier family 16 (Monocarboxylic acid transporters), member 1, isoform CRA_b",SLC16A1,A0A024R0H1
401,NP_612440,Unclassified,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q96ES6,MFSD3_HUMAN,Major facilitator superfamily domain-containing protein 3,MFSD3,Q96ES6
402,NP_695010,organic anion,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q4U2R8,S22A6_HUMAN,Solute carrier family 22 member 6 (Organic anion transporter 1) (hOAT1) (PAH transporter) (hPAHT) (Renal organic anion transporter 1) (hROAT1),SLC22A6,Q4U2R8
403,NP_004781,organic anion,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q4U2R8,S22A6_HUMAN,Solute carrier family 22 member 6 (Organic anion transporter 1) (hOAT1) (PAH transporter) (hPAHT) (Renal organic anion transporter 1) (hROAT1),SLC22A6,Q4U2R8
404,NP_695009,organic anion,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q4U2R8,S22A6_HUMAN,Solute carrier family 22 member 6 (Organic anion transporter 1) (hOAT1) (PAH transporter) (hPAHT) (Renal organic anion transporter 1) (hROAT1),SLC22A6,Q4U2R8
405,NP_695008,organic anion,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q4U2R8,S22A6_HUMAN,Solute carrier family 22 member 6 (Organic anion transporter 1) (hOAT1) (PAH transporter) (hPAHT) (Renal organic anion transporter 1) (hROAT1),SLC22A6,Q4U2R8
406,NP_001111,tetracycline efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q14728,MFS10_HUMAN,Major facilitator superfamily domain-containing protein 10 (Tetracycline transporter-like protein),MFSD10,Q14728
407,NP_002546,organic cation,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q96BI1,S22AI_HUMAN,Solute carrier family 22 member 18 (Beckwith-Wiedemann syndrome chromosomal region 1 candidate gene A protein) (Efflux transporter-like protein) (Imprinted multi-membrane-spanning polyspecific transporter-related protein 1) (Organic cation transporter-like protein 2) (ORCTL-2) (Solute carrier family 22 member 1-like) (Tumor-suppressing STF cDNA 5 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 5 protein) (p45-Beckwith-Wiedemann region 1 A) (p45-BWR1A),SLC22A18,Q96BI1
408,NP_899056,organic cation,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q96BI1,S22AI_HUMAN,Solute carrier family 22 member 18 (Beckwith-Wiedemann syndrome chromosomal region 1 candidate gene A protein) (Efflux transporter-like protein) (Imprinted multi-membrane-spanning polyspecific transporter-related protein 1) (Organic cation transporter-like protein 2) (ORCTL-2) (Solute carrier family 22 member 1-like) (Tumor-suppressing STF cDNA 5 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 5 protein) (p45-Beckwith-Wiedemann region 1 A) (p45-BWR1A),SLC22A18,Q96BI1
409,NP_647480,vesicular glutamate (VGLUT3),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q8NDX2,VGLU3_HUMAN,Vesicular glutamate transporter 3 (VGluT3) (Solute carrier family 17 member 8),SLC17A8,Q8NDX2
410,NP_055395,glucose/solute,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q9NY64,GTR8_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 8 (Glucose transporter type 8) (GLUT-8) (Glucose transporter type X1)",SLC2A8,Q9NY64
411,NP_055395,glucose/solute,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,A0A024R871,A0A024R871_HUMAN,"Solute carrier family 2, (Facilitated glucose transporter) member 8, isoform CRA_a",SLC2A8,A0A024R871
412,NP_055395,glucose/solute,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q8WZ05,Q8WZ05_HUMAN,"Solute carrier family 2, (Facilitated glucose transporter) member 8, isoform CRA_d",SLC2A8,Q8WZ05
413,NP_061837,glycerol-3-phosphate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,P57057,G6PT2_HUMAN,Glucose-6-phosphate exchanger SLC37A1 (Glycerol-3-phosphate permease) (G-3-P permease) (Solute carrier family 37 member 1),SLC37A1,P57057
414,NP_065105,organic cation (brain type),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q8WUG5,S22AH_HUMAN,Solute carrier family 22 member 17 (24p3 receptor) (24p3R) (Brain-type organic cation transporter) (Lipocalin-2 receptor) (Neutrophil gelatinase-associated lipocalin receptor) (NgalR),SLC22A17,Q8WUG5
415,NP_057693,organic cation (brain type),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q8WUG5,S22AH_HUMAN,Solute carrier family 22 member 17 (24p3 receptor) (24p3R) (Brain-type organic cation transporter) (Lipocalin-2 receptor) (Neutrophil gelatinase-associated lipocalin receptor) (NgalR),SLC22A17,Q8WUG5
416,NP_543142,organic anion,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q8IVM8,S22A9_HUMAN,Organic anion transporter 7 (OAT7) (Organic anion/short-chain fatty acid exchanger) (Solute carrier family 22 member 9),SLC22A9,Q8IVM8
417,NP_660159,sugar,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q8TD20,GTR12_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 12 (Glucose transporter type 12) (GLUT-12)",SLC2A12,Q8TD20
418,NP_689740,monocarboxylate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q7RTX9,MOT14_HUMAN,Monocarboxylate transporter 14 (MCT 14) (Solute carrier family 16 member 14),SLC16A14,Q7RTX9
419,NP_689812,Unclassified,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q8IWD5,MFS6L_HUMAN,Major facilitator superfamily domain-containing protein 6-like,MFSD6L,Q8IWD5
420,NP_689991,multidrug efflux?,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q8NHS3,MFSD8_HUMAN,Major facilitator superfamily domain-containing protein 8 (Ceroid-lipofuscinosis neuronal protein 7),MFSD8,Q8NHS3
421,NP_699188,monocarboxylate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q8NCK7,MOT11_HUMAN,Monocarboxylate transporter 11 (MCT 11) (Solute carrier family 16 member 11),SLC16A11,Q8NCK7
422,NP_703150,glucose,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q8TDB8,GTR14_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 14 (Glucose transporter type 14) (GLUT-14)",SLC2A14,Q8TDB8
423,NP_060890,organic cation/carnitine,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1,Q8IZD6,S22AF_HUMAN,Solute carrier family 22 member 15 (Fly-like putative transporter 1) (Flipt 1),SLC22A15,Q8IZD6
